LOCATION,CAREMODEL,COUNTRY,ALLDATA,LOCATION,INDICATOR,SUBJECT,TIME,X..per.1000,MEASURE,Value...capita,Value
,,,healthcarespend,CZE,HEALTHEXP,TOT,2012,,USD_CAP,2090.48,
,,,healthcarespend,CZE,HEALTHEXP,TOT,2013,,USD_CAP,2448.53,
,,,healthcarespend,CZE,HEALTHEXP,TOT,2014,,USD_CAP,2564.61,
,,,healthcarespend,CZE,HEALTHEXP,TOT,2015,,USD_CAP,2544.87,
,,,healthcarespend,CZE,HEALTHEXP,TOT,2016,,USD_CAP,2670.97,
,,,healthcarespend,CZE,HEALTHEXP,TOT,2017,,USD_CAP,2873.31,
,,,healthcarespend,CZE,HEALTHEXP,TOT,2018,,USD_CAP,3174.39,
,,,healthcarespend,CZE,HEALTHEXP,TOT,2019,,USD_CAP,3417.49,
,,,healthcarespend,CZE,HEALTHEXP,TOT,2020,,USD_CAP,3803.55,
,,,healthcarespend,DNK,HEALTHEXP,TOT,2011,,USD_CAP,4169.78,
,,,healthcarespend,DNK,HEALTHEXP,TOT,2012,,USD_CAP,4315.13,
,,,healthcarespend,DNK,HEALTHEXP,TOT,2013,,USD_CAP,4455.75,
,,,healthcarespend,DNK,HEALTHEXP,TOT,2014,,USD_CAP,4536.24,
,,,healthcarespend,DNK,HEALTHEXP,TOT,2015,,USD_CAP,4673.31,
,,,healthcarespend,DNK,HEALTHEXP,TOT,2016,,USD_CAP,4849.76,
,,,healthcarespend,DNK,HEALTHEXP,TOT,2017,,USD_CAP,5083.28,
,,,healthcarespend,DNK,HEALTHEXP,TOT,2018,,USD_CAP,5316.58,
,,,healthcarespend,DNK,HEALTHEXP,TOT,2019,,USD_CAP,5477.57,
,,,healthcarespend,DNK,HEALTHEXP,TOT,2020,,USD_CAP,5849.40,
,,,healthcarespend,FIN,HEALTHEXP,TOT,2011,,USD_CAP,3598.30,
,,,healthcarespend,FIN,HEALTHEXP,TOT,2012,,USD_CAP,3786.19,
,,,healthcarespend,FIN,HEALTHEXP,TOT,2013,,USD_CAP,3933.24,
,,,healthcarespend,FIN,HEALTHEXP,TOT,2014,,USD_CAP,3955.76,
,,,healthcarespend,FIN,HEALTHEXP,TOT,2015,,USD_CAP,3992.49,
,,,healthcarespend,FIN,HEALTHEXP,TOT,2016,,USD_CAP,4103.56,
,,,healthcarespend,FIN,HEALTHEXP,TOT,2017,,USD_CAP,4215.31,
,,,healthcarespend,FIN,HEALTHEXP,TOT,2018,,USD_CAP,4378.65,
,,,healthcarespend,FIN,HEALTHEXP,TOT,2019,,USD_CAP,4558.54,
,,,healthcarespend,FIN,HEALTHEXP,TOT,2020,,USD_CAP,4662.19,
,,,healthcarespend,FRA,HEALTHEXP,TOT,2011,,USD_CAP,4161.70,
,,,healthcarespend,FRA,HEALTHEXP,TOT,2012,,USD_CAP,4299.43,
,,,healthcarespend,FRA,HEALTHEXP,TOT,2013,,USD_CAP,4549.62,
,,,healthcarespend,FRA,HEALTHEXP,TOT,2014,,USD_CAP,4630.80,
,,,healthcarespend,FRA,HEALTHEXP,TOT,2015,,USD_CAP,4669.92,
,,,healthcarespend,FRA,HEALTHEXP,TOT,2016,,USD_CAP,4922.26,
,,,healthcarespend,FRA,HEALTHEXP,TOT,2017,,USD_CAP,4994.83,
,,,healthcarespend,FRA,HEALTHEXP,TOT,2018,,USD_CAP,5136.20,
,,,healthcarespend,FRA,HEALTHEXP,TOT,2019,,USD_CAP,5274.26,
,,,healthcarespend,FRA,HEALTHEXP,TOT,2020,,USD_CAP,5564.08,
,,,healthcarespend,DEU,HEALTHEXP,TOT,2011,,USD_CAP,4566.55,
,,,healthcarespend,DEU,HEALTHEXP,TOT,2012,,USD_CAP,4745.44,
,,,healthcarespend,DEU,HEALTHEXP,TOT,2013,,USD_CAP,4951.44,
,,,healthcarespend,DEU,HEALTHEXP,TOT,2014,,USD_CAP,5151.42,
,,,healthcarespend,DEU,HEALTHEXP,TOT,2015,,USD_CAP,5295.90,
,,,healthcarespend,DEU,HEALTHEXP,TOT,2016,,USD_CAP,5670.58,
,,,healthcarespend,DEU,HEALTHEXP,TOT,2017,,USD_CAP,5959.53,
,,,healthcarespend,DEU,HEALTHEXP,TOT,2018,,USD_CAP,6291.04,
,,,healthcarespend,DEU,HEALTHEXP,TOT,2019,,USD_CAP,6518.00,
,,,healthcarespend,DEU,HEALTHEXP,TOT,2020,,USD_CAP,6730.94,
,,,healthcarespend,GRC,HEALTHEXP,TOT,2011,,USD_CAP,2289.59,
,,,healthcarespend,GRC,HEALTHEXP,TOT,2012,,USD_CAP,2145.54,
,,,healthcarespend,GRC,HEALTHEXP,TOT,2013,,USD_CAP,2067.17,
,,,healthcarespend,GRC,HEALTHEXP,TOT,2014,,USD_CAP,2016.56,
,,,healthcarespend,GRC,HEALTHEXP,TOT,2015,,USD_CAP,2080.85,
,,,healthcarespend,GRC,HEALTHEXP,TOT,2016,,USD_CAP,2220.86,
,,,healthcarespend,GRC,HEALTHEXP,TOT,2017,,USD_CAP,2245.12,
,,,healthcarespend,GRC,HEALTHEXP,TOT,2018,,USD_CAP,2290.65,
,,,healthcarespend,GRC,HEALTHEXP,TOT,2019,,USD_CAP,2318.96,
,,,healthcarespend,HUN,HEALTHEXP,TOT,2011,,USD_CAP,1755.53,
,,,healthcarespend,HUN,HEALTHEXP,TOT,2012,,USD_CAP,1766.54,
,,,healthcarespend,HUN,HEALTHEXP,TOT,2013,,USD_CAP,1821.58,
,,,healthcarespend,HUN,HEALTHEXP,TOT,2014,,USD_CAP,1863.75,
,,,healthcarespend,HUN,HEALTHEXP,TOT,2015,,USD_CAP,1891.25,
,,,healthcarespend,HUN,HEALTHEXP,TOT,2016,,USD_CAP,1999.68,
,,,healthcarespend,HUN,HEALTHEXP,TOT,2017,,USD_CAP,2000.10,
,,,healthcarespend,HUN,HEALTHEXP,TOT,2018,,USD_CAP,2102.77,
,,,healthcarespend,HUN,HEALTHEXP,TOT,2019,,USD_CAP,2169.77,
,,,healthcarespend,ISL,HEALTHEXP,TOT,2011,,USD_CAP,3312.50,
,,,healthcarespend,ISL,HEALTHEXP,TOT,2012,,USD_CAP,3398.96,
,,,healthcarespend,ISL,HEALTHEXP,TOT,2013,,USD_CAP,3498.11,
,,,healthcarespend,ISL,HEALTHEXP,TOT,2014,,USD_CAP,3599.57,
,,,healthcarespend,ISL,HEALTHEXP,TOT,2015,,USD_CAP,3733.30,
,,,healthcarespend,ISL,HEALTHEXP,TOT,2016,,USD_CAP,3932.08,
,,,healthcarespend,ISL,HEALTHEXP,TOT,2017,,USD_CAP,4135.02,
,,,healthcarespend,ISL,HEALTHEXP,TOT,2018,,USD_CAP,4376.86,
,,,healthcarespend,ISL,HEALTHEXP,TOT,2019,,USD_CAP,4540.76,
,,,healthcarespend,ISL,HEALTHEXP,TOT,2020,,USD_CAP,5034.09,
,,,healthcarespend,IRL,HEALTHEXP,TOT,2011,,USD_CAP,4197.57,
,,,healthcarespend,IRL,HEALTHEXP,TOT,2012,,USD_CAP,4358.94,
,,,healthcarespend,IRL,HEALTHEXP,TOT,2013,,USD_CAP,4299.90,
,,,healthcarespend,IRL,HEALTHEXP,TOT,2014,,USD_CAP,4196.67,
,,,healthcarespend,IRL,HEALTHEXP,TOT,2015,,USD_CAP,4295.46,
,,,healthcarespend,IRL,HEALTHEXP,TOT,2016,,USD_CAP,4536.74,
,,,healthcarespend,IRL,HEALTHEXP,TOT,2017,,USD_CAP,4683.36,
,,,healthcarespend,IRL,HEALTHEXP,TOT,2018,,USD_CAP,4897.59,
,,,healthcarespend,IRL,HEALTHEXP,TOT,2019,,USD_CAP,5083.21,
,,,healthcarespend,IRL,HEALTHEXP,TOT,2020,,USD_CAP,5604.21,
,,,healthcarespend,ITA,HEALTHEXP,TOT,2011,,USD_CAP,3098.26,
,,,healthcarespend,ITA,HEALTHEXP,TOT,2012,,USD_CAP,3071.61,
,,,healthcarespend,ITA,HEALTHEXP,TOT,2013,,USD_CAP,3042.93,
,,,healthcarespend,ITA,HEALTHEXP,TOT,2014,,USD_CAP,3036.86,
,,,healthcarespend,ITA,HEALTHEXP,TOT,2015,,USD_CAP,3088.93,
,,,healthcarespend,ITA,HEALTHEXP,TOT,2016,,USD_CAP,3274.02,
,,,healthcarespend,ITA,HEALTHEXP,TOT,2017,,USD_CAP,3376.08,
,,,healthcarespend,ITA,HEALTHEXP,TOT,2018,,USD_CAP,3522.08,
,,,healthcarespend,ITA,HEALTHEXP,TOT,2019,,USD_CAP,3653.40,
,,,healthcarespend,ITA,HEALTHEXP,TOT,2020,,USD_CAP,3819.39,
,,,healthcarespend,JPN,HEALTHEXP,TOT,2011,,USD_CAP,3740.76,
,,,healthcarespend,JPN,HEALTHEXP,TOT,2012,,USD_CAP,3970.77,
,,,healthcarespend,JPN,HEALTHEXP,TOT,2013,,USD_CAP,4308.25,
,,,healthcarespend,JPN,HEALTHEXP,TOT,2014,,USD_CAP,4328.36,
,,,healthcarespend,JPN,HEALTHEXP,TOT,2015,,USD_CAP,4515.56,
,,,healthcarespend,JPN,HEALTHEXP,TOT,2016,,USD_CAP,4295.86,
,,,healthcarespend,JPN,HEALTHEXP,TOT,2017,,USD_CAP,4412.85,
,,,healthcarespend,JPN,HEALTHEXP,TOT,2018,,USD_CAP,4558.67,
,,,healthcarespend,JPN,HEALTHEXP,TOT,2019,,USD_CAP,4691.46,
,,,healthcarespend,KOR,HEALTHEXP,TOT,2011,,USD_CAP,1966.70,
,,,healthcarespend,KOR,HEALTHEXP,TOT,2012,,USD_CAP,2071.55,
,,,healthcarespend,KOR,HEALTHEXP,TOT,2013,,USD_CAP,2129.16,
,,,healthcarespend,KOR,HEALTHEXP,TOT,2014,,USD_CAP,2233.19,
,,,healthcarespend,KOR,HEALTHEXP,TOT,2015,,USD_CAP,2491.69,
,,,healthcarespend,KOR,HEALTHEXP,TOT,2016,,USD_CAP,2664.73,
,,,healthcarespend,KOR,HEALTHEXP,TOT,2017,,USD_CAP,2802.36,
,,,healthcarespend,KOR,HEALTHEXP,TOT,2018,,USD_CAP,3091.83,
,,,healthcarespend,KOR,HEALTHEXP,TOT,2019,,USD_CAP,3406.26,
,,,healthcarespend,KOR,HEALTHEXP,TOT,2020,,USD_CAP,3493.70,
,,,healthcarespend,LUX,HEALTHEXP,TOT,2011,,USD_CAP,4830.49,
,,,healthcarespend,LUX,HEALTHEXP,TOT,2012,,USD_CAP,4424.47,
,,,healthcarespend,LUX,HEALTHEXP,TOT,2013,,USD_CAP,4636.67,
,,,healthcarespend,LUX,HEALTHEXP,TOT,2014,,USD_CAP,4707.03,
,,,healthcarespend,LUX,HEALTHEXP,TOT,2015,,USD_CAP,4692.34,
,,,healthcarespend,LUX,HEALTHEXP,TOT,2016,,USD_CAP,4864.26,
,,,healthcarespend,LUX,HEALTHEXP,TOT,2017,,USD_CAP,4989.00,
,,,healthcarespend,LUX,HEALTHEXP,TOT,2018,,USD_CAP,5220.87,
,,,healthcarespend,LUX,HEALTHEXP,TOT,2019,,USD_CAP,5414.48,
,,,healthcarespend,MEX,HEALTHEXP,TOT,2011,,USD_CAP,912.03,
,,,healthcarespend,MEX,HEALTHEXP,TOT,2012,,USD_CAP,973.45,
,,,healthcarespend,MEX,HEALTHEXP,TOT,2013,,USD_CAP,1002.57,
,,,healthcarespend,MEX,HEALTHEXP,TOT,2014,,USD_CAP,989.56,
,,,healthcarespend,MEX,HEALTHEXP,TOT,2015,,USD_CAP,1062.59,
,,,healthcarespend,MEX,HEALTHEXP,TOT,2016,,USD_CAP,1102.81,
,,,healthcarespend,MEX,HEALTHEXP,TOT,2017,,USD_CAP,1099.65,
,,,healthcarespend,MEX,HEALTHEXP,TOT,2018,,USD_CAP,1116.03,
,,,healthcarespend,MEX,HEALTHEXP,TOT,2019,,USD_CAP,1132.97,
,,,healthcarespend,MEX,HEALTHEXP,TOT,2020,,USD_CAP,1197.65,
,,,healthcarespend,NLD,HEALTHEXP,TOT,2011,,USD_CAP,4567.36,
,,,healthcarespend,NLD,HEALTHEXP,TOT,2012,,USD_CAP,4782.37,
,,,healthcarespend,NLD,HEALTHEXP,TOT,2013,,USD_CAP,4923.88,
,,,healthcarespend,NLD,HEALTHEXP,TOT,2014,,USD_CAP,4934.58,
,,,healthcarespend,NLD,HEALTHEXP,TOT,2015,,USD_CAP,4927.10,
,,,healthcarespend,NLD,HEALTHEXP,TOT,2016,,USD_CAP,5095.84,
,,,healthcarespend,NLD,HEALTHEXP,TOT,2017,,USD_CAP,5253.77,
,,,healthcarespend,NLD,HEALTHEXP,TOT,2018,,USD_CAP,5538.10,
,,,healthcarespend,NLD,HEALTHEXP,TOT,2019,,USD_CAP,5739.20,
,,,healthcarespend,NLD,HEALTHEXP,TOT,2020,,USD_CAP,6298.51,
,,,healthcarespend,NZL,HEALTHEXP,TOT,2011,,USD_CAP,3132.31,
,,,healthcarespend,NZL,HEALTHEXP,TOT,2012,,USD_CAP,3240.03,
,,,healthcarespend,NZL,HEALTHEXP,TOT,2013,,USD_CAP,3388.25,
,,,healthcarespend,NZL,HEALTHEXP,TOT,2014,,USD_CAP,3490.84,
,,,healthcarespend,NZL,HEALTHEXP,TOT,2015,,USD_CAP,3500.72,
,,,healthcarespend,NZL,HEALTHEXP,TOT,2016,,USD_CAP,3732.59,
,,,healthcarespend,NZL,HEALTHEXP,TOT,2017,,USD_CAP,3842.33,
,,,healthcarespend,NZL,HEALTHEXP,TOT,2018,,USD_CAP,4058.75,
,,,healthcarespend,NZL,HEALTHEXP,TOT,2019,,USD_CAP,4211.85,
,,,healthcarespend,NOR,HEALTHEXP,TOT,2011,,USD_CAP,4965.18,
,,,healthcarespend,NOR,HEALTHEXP,TOT,2012,,USD_CAP,5209.58,
,,,healthcarespend,NOR,HEALTHEXP,TOT,2013,,USD_CAP,5485.88,
,,,healthcarespend,NOR,HEALTHEXP,TOT,2014,,USD_CAP,5707.38,
,,,healthcarespend,NOR,HEALTHEXP,TOT,2015,,USD_CAP,5726.87,
,,,healthcarespend,NOR,HEALTHEXP,TOT,2016,,USD_CAP,5904.22,
,,,healthcarespend,NOR,HEALTHEXP,TOT,2017,,USD_CAP,6234.38,
,,,healthcarespend,NOR,HEALTHEXP,TOT,2018,,USD_CAP,6536.76,
,,,healthcarespend,NOR,HEALTHEXP,TOT,2019,,USD_CAP,6744.62,
,,,healthcarespend,NOR,HEALTHEXP,TOT,2020,,USD_CAP,6748.43,
,,,healthcarespend,POL,HEALTHEXP,TOT,2011,,USD_CAP,1496.62,
,,,healthcarespend,POL,HEALTHEXP,TOT,2012,,USD_CAP,1578.60,
,,,healthcarespend,POL,HEALTHEXP,TOT,2013,,USD_CAP,1670.78,
,,,healthcarespend,POL,HEALTHEXP,TOT,2014,,USD_CAP,1687.06,
,,,healthcarespend,POL,HEALTHEXP,TOT,2015,,USD_CAP,1818.88,
,,,healthcarespend,POL,HEALTHEXP,TOT,2016,,USD_CAP,1959.09,
,,,healthcarespend,POL,HEALTHEXP,TOT,2017,,USD_CAP,2062.74,
,,,healthcarespend,POL,HEALTHEXP,TOT,2018,,USD_CAP,2122.84,
,,,healthcarespend,POL,HEALTHEXP,TOT,2019,,USD_CAP,2289.31,
,,,healthcarespend,POL,HEALTHEXP,TOT,2020,,USD_CAP,2546.96,
,,,healthcarespend,PRT,HEALTHEXP,TOT,2011,,USD_CAP,2457.49,
,,,healthcarespend,PRT,HEALTHEXP,TOT,2012,,USD_CAP,2420.86,
,,,healthcarespend,PRT,HEALTHEXP,TOT,2013,,USD_CAP,2504.16,
,,,healthcarespend,PRT,HEALTHEXP,TOT,2014,,USD_CAP,2537.59,
,,,healthcarespend,PRT,HEALTHEXP,TOT,2015,,USD_CAP,2635.56,
,,,healthcarespend,PRT,HEALTHEXP,TOT,2016,,USD_CAP,2815.18,
,,,healthcarespend,PRT,HEALTHEXP,TOT,2017,,USD_CAP,2906.40,
,,,healthcarespend,PRT,HEALTHEXP,TOT,2018,,USD_CAP,3152.80,
,,,healthcarespend,PRT,HEALTHEXP,TOT,2019,,USD_CAP,3347.43,
,,,healthcarespend,PRT,HEALTHEXP,TOT,2020,,USD_CAP,3308.32,
,,,healthcarespend,SVK,HEALTHEXP,TOT,2011,,USD_CAP,1974.76,
,,,healthcarespend,SVK,HEALTHEXP,TOT,2012,,USD_CAP,2097.40,
,,,healthcarespend,SVK,HEALTHEXP,TOT,2013,,USD_CAP,2153.70,
,,,healthcarespend,SVK,HEALTHEXP,TOT,2014,,USD_CAP,2010.11,
,,,healthcarespend,SVK,HEALTHEXP,TOT,2015,,USD_CAP,2059.13,
,,,healthcarespend,SVK,HEALTHEXP,TOT,2016,,USD_CAP,2039.61,
,,,healthcarespend,SVK,HEALTHEXP,TOT,2017,,USD_CAP,1974.47,
,,,healthcarespend,SVK,HEALTHEXP,TOT,2018,,USD_CAP,2049.47,
,,,healthcarespend,SVK,HEALTHEXP,TOT,2019,,USD_CAP,2189.05,
,,,healthcarespend,SVK,HEALTHEXP,TOT,2020,,USD_CAP,2360.36,
,,,healthcarespend,ESP,HEALTHEXP,TOT,2011,,USD_CAP,2733.88,
,,,healthcarespend,ESP,HEALTHEXP,TOT,2012,,USD_CAP,2728.73,
,,,healthcarespend,ESP,HEALTHEXP,TOT,2013,,USD_CAP,2764.07,
,,,healthcarespend,ESP,HEALTHEXP,TOT,2014,,USD_CAP,2857.83,
,,,healthcarespend,ESP,HEALTHEXP,TOT,2015,,USD_CAP,3019.48,
,,,healthcarespend,ESP,HEALTHEXP,TOT,2016,,USD_CAP,3148.58,
,,,healthcarespend,ESP,HEALTHEXP,TOT,2017,,USD_CAP,3320.59,
,,,healthcarespend,ESP,HEALTHEXP,TOT,2018,,USD_CAP,3443.66,
,,,healthcarespend,ESP,HEALTHEXP,TOT,2019,,USD_CAP,3600.28,
,,,healthcarespend,SWE,HEALTHEXP,TOT,2011,,USD_CAP,4459.52,
,,,healthcarespend,SWE,HEALTHEXP,TOT,2012,,USD_CAP,4679.65,
,,,healthcarespend,SWE,HEALTHEXP,TOT,2013,,USD_CAP,4731.98,
,,,healthcarespend,SWE,HEALTHEXP,TOT,2014,,USD_CAP,4865.52,
,,,healthcarespend,SWE,HEALTHEXP,TOT,2015,,USD_CAP,5004.13,
,,,healthcarespend,SWE,HEALTHEXP,TOT,2016,,USD_CAP,5127.57,
,,,healthcarespend,SWE,HEALTHEXP,TOT,2017,,USD_CAP,5219.41,
,,,healthcarespend,SWE,HEALTHEXP,TOT,2018,,USD_CAP,5456.55,
,,,healthcarespend,SWE,HEALTHEXP,TOT,2019,,USD_CAP,5551.94,
,,,healthcarespend,SWE,HEALTHEXP,TOT,2020,,USD_CAP,5753.56,
,,,healthcarespend,CHE,HEALTHEXP,TOT,2011,,USD_CAP,5259.58,
,,,healthcarespend,CHE,HEALTHEXP,TOT,2012,,USD_CAP,5565.32,
,,,healthcarespend,CHE,HEALTHEXP,TOT,2013,,USD_CAP,5923.91,
,,,healthcarespend,CHE,HEALTHEXP,TOT,2014,,USD_CAP,6158.68,
,,,healthcarespend,CHE,HEALTHEXP,TOT,2015,,USD_CAP,6465.89,
,,,healthcarespend,CHE,HEALTHEXP,TOT,2016,,USD_CAP,6808.03,
,,,healthcarespend,CHE,HEALTHEXP,TOT,2017,,USD_CAP,6866.47,
,,,healthcarespend,CHE,HEALTHEXP,TOT,2018,,USD_CAP,6978.09,
,,,healthcarespend,CHE,HEALTHEXP,TOT,2019,,USD_CAP,7138.06,
,,,healthcarespend,TUR,HEALTHEXP,TOT,2011,,USD_CAP,888.31,
,,,healthcarespend,TUR,HEALTHEXP,TOT,2012,,USD_CAP,894.74,
,,,healthcarespend,TUR,HEALTHEXP,TOT,2013,,USD_CAP,947.74,
,,,healthcarespend,TUR,HEALTHEXP,TOT,2014,,USD_CAP,1006.77,
,,,healthcarespend,TUR,HEALTHEXP,TOT,2015,,USD_CAP,1040.11,
,,,healthcarespend,TUR,HEALTHEXP,TOT,2016,,USD_CAP,1128.75,
,,,healthcarespend,TUR,HEALTHEXP,TOT,2017,,USD_CAP,1175.66,
,,,healthcarespend,TUR,HEALTHEXP,TOT,2018,,USD_CAP,1214.12,
,,,healthcarespend,TUR,HEALTHEXP,TOT,2019,,USD_CAP,1266.94,
,,,healthcarespend,GBR,HEALTHEXP,TOT,2011,,USD_CAP,3452.40,
,,,healthcarespend,GBR,HEALTHEXP,TOT,2012,,USD_CAP,3587.44,
,,,healthcarespend,GBR,HEALTHEXP,TOT,2013,,USD_CAP,3691.04,
,,,healthcarespend,GBR,HEALTHEXP,TOT,2014,,USD_CAP,3779.52,
,,,healthcarespend,GBR,HEALTHEXP,TOT,2015,,USD_CAP,3831.74,
,,,healthcarespend,GBR,HEALTHEXP,TOT,2016,,USD_CAP,3988.94,
,,,healthcarespend,GBR,HEALTHEXP,TOT,2017,,USD_CAP,4096.02,
,,,healthcarespend,GBR,HEALTHEXP,TOT,2018,,USD_CAP,4288.65,
,,,healthcarespend,GBR,HEALTHEXP,TOT,2019,,USD_CAP,4500.14,
,,,healthcarespend,GBR,HEALTHEXP,TOT,2020,,USD_CAP,5267.71,
,,,healthcarespend,USA,HEALTHEXP,TOT,2011,,USD_CAP,8080.92,
,,,healthcarespend,USA,HEALTHEXP,TOT,2012,,USD_CAP,8348.24,
,,,healthcarespend,USA,HEALTHEXP,TOT,2013,,USD_CAP,8533.10,
,,,healthcarespend,USA,HEALTHEXP,TOT,2014,,USD_CAP,8949.86,
,,,healthcarespend,USA,HEALTHEXP,TOT,2015,,USD_CAP,9399.19,
,,,healthcarespend,USA,HEALTHEXP,TOT,2016,,USD_CAP,9777.26,
,,,healthcarespend,USA,HEALTHEXP,TOT,2017,,USD_CAP,10106.18,
,,,healthcarespend,USA,HEALTHEXP,TOT,2018,,USD_CAP,10528.48,
,,,healthcarespend,USA,HEALTHEXP,TOT,2019,,USD_CAP,10948.48,
,,,healthcarespend,CHL,HEALTHEXP,TOT,2011,,USD_CAP,1355.45,
,,,healthcarespend,CHL,HEALTHEXP,TOT,2012,,USD_CAP,1485.28,
,,,healthcarespend,CHL,HEALTHEXP,TOT,2013,,USD_CAP,1658.11,
,,,healthcarespend,CHL,HEALTHEXP,TOT,2014,,USD_CAP,1754.99,
,,,healthcarespend,CHL,HEALTHEXP,TOT,2015,,USD_CAP,1833.55,
,,,healthcarespend,CHL,HEALTHEXP,TOT,2016,,USD_CAP,1941.26,
,,,healthcarespend,CHL,HEALTHEXP,TOT,2017,,USD_CAP,2119.55,
,,,healthcarespend,CHL,HEALTHEXP,TOT,2018,,USD_CAP,2131.03,
,,,healthcarespend,CHL,HEALTHEXP,TOT,2019,,USD_CAP,2291.46,
,,,healthcarespend,CHL,HEALTHEXP,TOT,2020,,USD_CAP,2231.57,
,,,healthcarespend,EST,HEALTHEXP,TOT,2011,,USD_CAP,1403.66,
,,,healthcarespend,EST,HEALTHEXP,TOT,2012,,USD_CAP,1515.08,
,,,healthcarespend,EST,HEALTHEXP,TOT,2013,,USD_CAP,1636.09,
,,,healthcarespend,EST,HEALTHEXP,TOT,2014,,USD_CAP,1752.16,
,,,healthcarespend,EST,HEALTHEXP,TOT,2015,,USD_CAP,1867.76,
,,,healthcarespend,EST,HEALTHEXP,TOT,2016,,USD_CAP,2028.24,
,,,healthcarespend,EST,HEALTHEXP,TOT,2017,,USD_CAP,2201.90,
,,,healthcarespend,EST,HEALTHEXP,TOT,2018,,USD_CAP,2365.79,
,,,healthcarespend,EST,HEALTHEXP,TOT,2019,,USD_CAP,2507.07,
,,,healthcarespend,EST,HEALTHEXP,TOT,2020,,USD_CAP,2948.51,
,,,healthcarespend,ISR,HEALTHEXP,TOT,2011,,USD_CAP,2081.78,
,,,healthcarespend,ISR,HEALTHEXP,TOT,2012,,USD_CAP,2223.35,
,,,healthcarespend,ISR,HEALTHEXP,TOT,2013,,USD_CAP,2238.46,
,,,healthcarespend,ISR,HEALTHEXP,TOT,2014,,USD_CAP,2237.58,
,,,healthcarespend,ISR,HEALTHEXP,TOT,2015,,USD_CAP,2310.02,
,,,healthcarespend,ISR,HEALTHEXP,TOT,2016,,USD_CAP,2524.08,
,,,healthcarespend,ISR,HEALTHEXP,TOT,2017,,USD_CAP,2626.18,
,,,healthcarespend,ISR,HEALTHEXP,TOT,2018,,USD_CAP,2836.33,
,,,healthcarespend,ISR,HEALTHEXP,TOT,2019,,USD_CAP,2903.41,
,,,healthcarespend,SVN,HEALTHEXP,TOT,2011,,USD_CAP,2376.64,
,,,healthcarespend,SVN,HEALTHEXP,TOT,2012,,USD_CAP,2431.00,
,,,healthcarespend,SVN,HEALTHEXP,TOT,2013,,USD_CAP,2495.28,
,,,healthcarespend,SVN,HEALTHEXP,TOT,2014,,USD_CAP,2499.11,
,,,healthcarespend,SVN,HEALTHEXP,TOT,2015,,USD_CAP,2579.28,
,,,healthcarespend,SVN,HEALTHEXP,TOT,2016,,USD_CAP,2738.22,
,,,healthcarespend,SVN,HEALTHEXP,TOT,2017,,USD_CAP,2832.65,
,,,healthcarespend,SVN,HEALTHEXP,TOT,2018,,USD_CAP,3060.73,
,,,healthcarespend,SVN,HEALTHEXP,TOT,2019,,USD_CAP,3303.47,
,,,healthcarespend,SVN,HEALTHEXP,TOT,2020,,USD_CAP,3629.96,
,,,healthcarespend,BRA,HEALTHEXP,TOT,2011,,USD_CAP,1178.69,
,,,healthcarespend,BRA,HEALTHEXP,TOT,2012,,USD_CAP,1222.60,
,,,healthcarespend,BRA,HEALTHEXP,TOT,2013,,USD_CAP,1299.21,
,,,healthcarespend,BRA,HEALTHEXP,TOT,2014,,USD_CAP,1376.44,
,,,healthcarespend,BRA,HEALTHEXP,TOT,2015,,USD_CAP,1360.80,
,,,healthcarespend,BRA,HEALTHEXP,TOT,2016,,USD_CAP,1340.00,
,,,healthcarespend,BRA,HEALTHEXP,TOT,2017,,USD_CAP,1391.37,
,,,healthcarespend,BRA,HEALTHEXP,TOT,2018,,USD_CAP,1454.76,
,,,healthcarespend,BRA,HEALTHEXP,TOT,2019,,USD_CAP,1513.89,
,,,healthcarespend,CHN,HEALTHEXP,TOT,2011,,USD_CAP,438.73,
,,,healthcarespend,CHN,HEALTHEXP,TOT,2012,,USD_CAP,508.82,
,,,healthcarespend,CHN,HEALTHEXP,TOT,2013,,USD_CAP,561.66,
,,,healthcarespend,CHN,HEALTHEXP,TOT,2014,,USD_CAP,595.51,
,,,healthcarespend,CHN,HEALTHEXP,TOT,2015,,USD_CAP,635.15,
,,,healthcarespend,CHN,HEALTHEXP,TOT,2016,,USD_CAP,668.10,
,,,healthcarespend,CHN,HEALTHEXP,TOT,2017,,USD_CAP,730.38,
,,,healthcarespend,CHN,HEALTHEXP,TOT,2018,,USD_CAP,810.85,
,,,healthcarespend,COL,HEALTHEXP,TOT,2011,,USD_CAP,791.69,
,,,healthcarespend,COL,HEALTHEXP,TOT,2012,,USD_CAP,838.28,
,,,healthcarespend,COL,HEALTHEXP,TOT,2013,,USD_CAP,925.43,
,,,healthcarespend,COL,HEALTHEXP,TOT,2014,,USD_CAP,987.34,
,,,healthcarespend,COL,HEALTHEXP,TOT,2015,,USD_CAP,1035.02,
,,,healthcarespend,COL,HEALTHEXP,TOT,2016,,USD_CAP,1101.63,
,,,healthcarespend,COL,HEALTHEXP,TOT,2017,,USD_CAP,1139.44,
,,,healthcarespend,COL,HEALTHEXP,TOT,2018,,USD_CAP,1195.35,
,,,healthcarespend,COL,HEALTHEXP,TOT,2019,,USD_CAP,1276.21,
,,,healthcarespend,IND,HEALTHEXP,TOT,2011,,USD_CAP,159.86,
,,,healthcarespend,IND,HEALTHEXP,TOT,2012,,USD_CAP,178.64,
